path,category,owner,baseline_bytes,baseline_sha256
docs/evidence/dashboard-project-context/coverage/context-coverage-390.png,dated-evidence,history,137305,1feef1585cda5a5f6412518aa3d625314ce7d3db78905c5c77f81662c7bc3c26
docs/evidence/dashboard-project-context/intelligence/intelligence-picker-1360.png,dated-evidence,history,100968,e18d7e13fbe3fc5de5b03ea1eb68af898e4e352620cd54b0e710c0dabdb0bc7f
docs/evidence/dashboard-project-context/intelligence/intelligence-picker-390.png,dated-evidence,history,94697,0a251b77fd4586ac67cb613738be779831be5f6ba0d4a27be2b85044e5ed783e
docs/evidence/dashboard-project-context/intelligence/intelligence-table-1100.png,dated-evidence,history,137464,2cc93f04d64f99f5019d6b64f413704e0058b74fedd4f5e77e5d2592dd40c4c4
docs/evidence/dashboard-project-context/intelligence/intelligence-table-1360.png,dated-evidence,history,147204,751bf63dc027ae3275e5ea5d09b3c7fffe0f59e9471942bd50abde0249c76416
docs/evidence/dashboard-project-context/intelligence/intelligence-table-390-scrolled.png,dated-evidence,history,123510,d00923482148b1a1ab3d7dd16e14ac7ac00f82b7627c8099fba5a3883a6f48aa
docs/evidence/dashboard-project-context/intelligence/intelligence-table-390.png,dated-evidence,history,123962,a1cac29616149858870b10d19514b6826c2acf6a0512a5414be96cfcde1cd565
docs/evidence/dashboard-project-context/maintenance/project-cards-desktop.png,dated-evidence,history,90674,16bed3c3cc4c309dd33e7a07a6a25d998d73a7e0c0a3df374d8a2ef496ee94d4
docs/evidence/dashboard-project-context/maintenance/project-cards-mobile.png,dated-evidence,history,41613,8136835c2cdf11d5d2db0f562b366057655761b5daa9215aa1ac6e9c11b7717c
docs/evidence/dashboard-project-context/maintenance/projects-desktop.png,dated-evidence,history,80529,25cceeee6f5be64d052877572dd18127862aa7f62af3efd8032c7e0bc5b49b5c
docs/evidence/dashboard-project-context/maintenance/projects-mobile.png,dated-evidence,history,35833,eb8f0c56fa856ac9e2c9354f5f3ab444a519706f42c5b9b7e7615a864e004db7
docs/evidence/dashboard-project-context/system-projects-390.png,dated-evidence,history,94065,6902789a87bec94f6e00cfdfbc3be9493d3757a33a0cc2415f61210478dbaea4
docs/evidence/dashboard-project-context/system-projects-768.png,dated-evidence,history,109035,40a548e354bae0b812534515bdda519324ad5505d516c784b17d8dd750526ac3
docs/evidence/dashboard-project-context/system-projects-desktop.png,dated-evidence,history,114241,3f5e5f71578d8f59ffe2ad9d42300f259ae4a465626d9ee9bef8f82eb1d7bdcb
docs/evidence/dashboard-project-context/usage/usage-project-groups-1440.png,dated-evidence,history,271062,e1284d9d0ea84049d4295cd0d831d3f1d05e79578109dc780f80e5f867911cc2
docs/evidence/dashboard-project-context/usage/usage-project-groups-390.png,dated-evidence,history,259297,04765a3aea37b6346d660485bb3f299729ef08dc4f4bb2e21dacba969225346f
docs/evidence/ruflo-cross-host-audit-2026-09-09.json,dated-evidence,history,8435,1d2ff840e42f7ce6c0309fe657fe2ea869be02f6b049a206b6ff6e7f212c94aa
docs/schemas/agentic-dependency-constraints.schema.json,supporting-artifact,history,3499,d23f032f9ebaf6441aeb804075872f0fdc9fd345c5cb5d595d0831207a726a82
docs/schemas/hook-healing-plan.schema.json,supporting-artifact,history,3231,00219dfcaca602f86ca37e28e57a8329234d86b60fe22ffb95f743aa72ac358d
docs/schemas/hook-healing-receipt.schema.json,supporting-artifact,history,2910,01049b7d03b54ea165aea5d7d6446a6d7b8b25181590c56c4bdeff1f77322b02
explainer.html,active-guide,integration,1283326,416d858115fd2a064b0378807248e1a4422b83d4c2266a2f1be159ddcc430947
src/templates/aqe-lifecycle/README.md,shipped-reference,hosts,1465,073e6673fb8563a42b124ee8da96cdd54e661bb5552329e773a8621c7911e222
src/templates/opencode-worker-prompt.md,shipped-reference,hosts,742,4647a5e037afceb7f12517b2970fdc6c31f4e8a6b1fa285d2552c6e755814ae9
